unit_index,layer,channel,description
893,visual_transformer_resblocks_11,125,Faces of human beings
894,visual_transformer_resblocks_11,126,The ground
895,visual_transformer_resblocks_11,127,The tops of buildings
896,visual_transformer_resblocks_11,128,Animals and circular objects
897,visual_transformer_resblocks_11,129,Horizontal lines
898,visual_transformer_resblocks_11,130,Animals and instruments
899,visual_transformer_resblocks_11,131,Words
900,visual_transformer_resblocks_11,132,Black and white colored objects
901,visual_transformer_resblocks_11,133,Edges of objects
902,visual_transformer_resblocks_11,134,The top of towers
903,visual_transformer_resblocks_11,135,Arches
904,visual_transformer_resblocks_11,136,Brown colored objects
905,visual_transformer_resblocks_11,137,The left side of a object
906,visual_transformer_resblocks_11,138,The ground
907,visual_transformer_resblocks_11,139,Black and white objects
908,visual_transformer_resblocks_11,140,Green grass
909,visual_transformer_resblocks_11,141,The ground
910,visual_transformer_resblocks_11,142,Red and white objects
911,visual_transformer_resblocks_11,143,The ground
912,visual_transformer_resblocks_11,144,Brown colored objects
913,visual_transformer_resblocks_11,145,Red and white colored objects
914,visual_transformer_resblocks_11,146,Red and white objects
915,visual_transformer_resblocks_11,147,Circular objects
916,visual_transformer_resblocks_11,148,Red and white colored objects
917,visual_transformer_resblocks_11,149,Round objects
918,visual_transformer_resblocks_11,150,Rounded edges in pictures
919,visual_transformer_resblocks_11,151,The tops of buildings
920,visual_transformer_resblocks_11,152,The sky
921,visual_transformer_resblocks_11,153,The front of vehicles
922,visual_transformer_resblocks_11,154,The ground
923,visual_transformer_resblocks_11,155,Dogs
924,visual_transformer_resblocks_11,156,Circles
925,visual_transformer_resblocks_11,157,Signs and vehicles
926,visual_transformer_resblocks_11,158,Vehicles
927,visual_transformer_resblocks_11,159,Stripes
928,visual_transformer_resblocks_11,160,Sign boards with text in it
929,visual_transformer_resblocks_11,161,Flags
930,visual_transformer_resblocks_11,162,Red and white objects
931,visual_transformer_resblocks_11,163,People
932,visual_transformer_resblocks_11,164,Dog ears
933,visual_transformer_resblocks_11,165,Black and white colored objects
934,visual_transformer_resblocks_11,166,A semi truck
935,visual_transformer_resblocks_11,167,The sky
936,visual_transformer_resblocks_11,168,Circular objects
937,visual_transformer_resblocks_11,169,Green colored objects
938,visual_transformer_resblocks_11,170,Faces of human beings
939,visual_transformer_resblocks_11,171,Blue colored objects
940,visual_transformer_resblocks_11,172,Arches and circles
941,visual_transformer_resblocks_11,173,Arches
942,visual_transformer_resblocks_11,174,The ground
943,visual_transformer_resblocks_11,175,A sign
944,visual_transformer_resblocks_11,176,Red and white objects
945,visual_transformer_resblocks_11,177,Red and white colored objects
946,visual_transformer_resblocks_11,178,Red and white colored objects
947,visual_transformer_resblocks_11,179,Cars and planes
948,visual_transformer_resblocks_11,180,A sign
949,visual_transformer_resblocks_11,181,Signs
950,visual_transformer_resblocks_11,182,Signs
951,visual_transformer_resblocks_11,183,Diagonal lines
952,visual_transformer_resblocks_11,184,Water in the sky
953,visual_transformer_resblocks_11,185,Patterned objects
954,visual_transformer_resblocks_11,186,Red and white colored objects
955,visual_transformer_resblocks_11,187,Mobil gas sign
956,visual_transformer_resblocks_11,188,Numbers and letters
957,visual_transformer_resblocks_11,189,The tops of buildings
958,visual_transformer_resblocks_11,190,Numbers and letters
959,visual_transformer_resblocks_11,191,Brown colored objects
960,visual_transformer_resblocks_11,192,Animals and instruments
961,visual_transformer_resblocks_11,193,The ground
962,visual_transformer_resblocks_11,194,Circular objects
963,visual_transformer_resblocks_11,195,Green and yellow objects
964,visual_transformer_resblocks_11,196,Diagonal lines
965,visual_transformer_resblocks_11,197,The ground
966,visual_transformer_resblocks_11,198,Black and white colored objects
967,visual_transformer_resblocks_11,199,Stripes
968,visual_transformer_resblocks_11,200,Red and white colored objects
969,visual_transformer_resblocks_11,201,Green colored objects
970,visual_transformer_resblocks_11,202,The ground
971,visual_transformer_resblocks_11,203,The ground
972,visual_transformer_resblocks_11,204,Brown colored objects
973,visual_transformer_resblocks_11,205,Words
974,visual_transformer_resblocks_11,206,Blue colored objects
975,visual_transformer_resblocks_11,207,Black and white objects
976,visual_transformer_resblocks_11,208,Red and white colored objects
977,visual_transformer_resblocks_11,209,Trees
978,visual_transformer_resblocks_11,210,The ground
979,visual_transformer_resblocks_11,211,Rounded objects
980,visual_transformer_resblocks_11,212,Red and white objects
981,visual_transformer_resblocks_11,213,Red and white objects
982,visual_transformer_resblocks_11,214,Black and white colored objects
983,visual_transformer_resblocks_11,215,Words
984,visual_transformer_resblocks_11,216,People
985,visual_transformer_resblocks_11,217,The sky
986,visual_transformer_resblocks_11,218,Signs
987,visual_transformer_resblocks_11,219,Words
988,visual_transformer_resblocks_11,220,Black and white colored objects
989,visual_transformer_resblocks_11,221,Rounded edges in pictures
990,visual_transformer_resblocks_11,222,The sky
991,visual_transformer_resblocks_11,223,The top of towers
992,visual_transformer_resblocks_11,224,Green colored objects
993,visual_transformer_resblocks_11,225,Balloons and balls
994,visual_transformer_resblocks_11,226,Brown colored objects
995,visual_transformer_resblocks_11,227,Sign boards with text in it
996,visual_transformer_resblocks_11,228,Sign boards with text in it
997,visual_transformer_resblocks_11,229,Dogs
998,visual_transformer_resblocks_11,230,Black and white colored objects
999,visual_transformer_resblocks_11,231,Round objects
1000,visual_transformer_resblocks_11,232,Round objects
1001,visual_transformer_resblocks_11,233,Water and smoke
1002,visual_transformer_resblocks_11,234,Red and white objects
1003,visual_transformer_resblocks_11,235,Signs and screens
1004,visual_transformer_resblocks_11,236,Sign boards with text in it
1005,visual_transformer_resblocks_11,237,White colored objects
1006,visual_transformer_resblocks_11,238,Green colored objects
1007,visual_transformer_resblocks_11,239,Blue colored objects
1008,visual_transformer_resblocks_11,240,Sign boards with text in it
1009,visual_transformer_resblocks_11,241,Red objects
1010,visual_transformer_resblocks_11,242,People and vehicles
1011,visual_transformer_resblocks_11,243,Rounded edges in pictures
1012,visual_transformer_resblocks_11,244,Words
1013,visual_transformer_resblocks_11,245,Green grass
1014,visual_transformer_resblocks_11,246,Red objects
1015,visual_transformer_resblocks_11,247,Red and white colored objects
1016,visual_transformer_resblocks_11,248,Rounded edges in pictures
1017,visual_transformer_resblocks_11,249,Faces of vehicles
1018,visual_transformer_resblocks_11,250,The ground
1019,visual_transformer_resblocks_11,251,Red and white colored objects
1020,visual_transformer_resblocks_11,252,Red and white objects
1021,visual_transformer_resblocks_11,253,Round objects
1022,visual_transformer_resblocks_11,254,Black and white colored objects
1023,visual_transformer_resblocks_11,255,Textured areas
1024,visual_transformer_resblocks_11,256,Water and grass
1025,visual_transformer_resblocks_11,257,Faces of things
1026,visual_transformer_resblocks_11,258,Red and white objects
1027,visual_transformer_resblocks_11,259,Words
1028,visual_transformer_resblocks_11,260,Electronics
1029,visual_transformer_resblocks_11,261,Body parts
1030,visual_transformer_resblocks_11,262,Water in the sky
1031,visual_transformer_resblocks_11,263,Round objects
1032,visual_transformer_resblocks_11,264,Airplanes in the sky
1033,visual_transformer_resblocks_11,265,Words and letters
1034,visual_transformer_resblocks_11,266,Airplanes
1035,visual_transformer_resblocks_11,267,Black and white colored objects
1036,visual_transformer_resblocks_11,268,Animals and circular objects
1037,visual_transformer_resblocks_11,269,Words
1038,visual_transformer_resblocks_11,270,Flags
1039,visual_transformer_resblocks_11,271,Circular objects
1040,visual_transformer_resblocks_11,272,Red and white objects
1041,visual_transformer_resblocks_11,273,Faces of human beings
1042,visual_transformer_resblocks_11,274,Red and white colored objects
1043,visual_transformer_resblocks_11,275,Numbers and letters
1044,visual_transformer_resblocks_11,276,Water in the sky
1045,visual_transformer_resblocks_11,277,Grass
1046,visual_transformer_resblocks_11,278,Circular objects
1047,visual_transformer_resblocks_11,279,Red and white colored objects
1048,visual_transformer_resblocks_11,280,Rounded objects
1049,visual_transformer_resblocks_11,281,Rounded edges in pictures
1050,visual_transformer_resblocks_11,282,Vehicles
1051,visual_transformer_resblocks_11,283,Round objects
1052,visual_transformer_resblocks_11,284,Black and white colored objects
1053,visual_transformer_resblocks_11,285,A sign
1054,visual_transformer_resblocks_11,286,Dogs
1055,visual_transformer_resblocks_11,287,Red and white colored objects
1056,visual_transformer_resblocks_11,288,Red and white colored objects
1057,visual_transformer_resblocks_11,289,Black and white colored objects
1058,visual_transformer_resblocks_11,290,The ground
1059,visual_transformer_resblocks_11,291,Numbers and letters
1060,visual_transformer_resblocks_11,292,Red and white colored objects
1061,visual_transformer_resblocks_11,293,Dogs
1062,visual_transformer_resblocks_11,294,Green colored objects
1063,visual_transformer_resblocks_11,295,Written text
1064,visual_transformer_resblocks_11,296,Green colored objects
1065,visual_transformer_resblocks_11,297,Green colored objects
1066,visual_transformer_resblocks_11,298,Green colored objects
1067,visual_transformer_resblocks_11,299,The ground
1068,visual_transformer_resblocks_11,300,The ground
1069,visual_transformer_resblocks_11,301,Green objects
1070,visual_transformer_resblocks_11,302,The ocean
1071,visual_transformer_resblocks_11,303,Arches and circles
1072,visual_transformer_resblocks_11,304,Red and white colored objects
1073,visual_transformer_resblocks_11,305,Red and white colored objects
1074,visual_transformer_resblocks_11,306,Written patterns
1075,visual_transformer_resblocks_11,307,Brown colored objects
1076,visual_transformer_resblocks_11,308,Brown colored objects
1077,visual_transformer_resblocks_11,309,The top of a building
1078,visual_transformer_resblocks_11,310,Dogs and people
1079,visual_transformer_resblocks_11,311,Blue colored objects
1080,visual_transformer_resblocks_11,312,Black and white colored objects
1081,visual_transformer_resblocks_11,313,Black and white colored objects
1082,visual_transformer_resblocks_11,314,Brown colored objects
1083,visual_transformer_resblocks_11,315,Red and white colored objects
1084,visual_transformer_resblocks_11,316,Red and white objects
1085,visual_transformer_resblocks_11,317,Rounded edges in pictures
1086,visual_transformer_resblocks_11,318,Red and white colored objects
1087,visual_transformer_resblocks_11,319,Vehicles
1088,visual_transformer_resblocks_11,320,Flags
1089,visual_transformer_resblocks_11,321,Rounded objects
1090,visual_transformer_resblocks_11,322,Brown colored objects
1091,visual_transformer_resblocks_11,323,Animals and vehicles
1092,visual_transformer_resblocks_11,324,Living things
1093,visual_transformer_resblocks_11,325,People and bikes
1094,visual_transformer_resblocks_11,326,Similar patterns
1095,visual_transformer_resblocks_11,327,Arches
1096,visual_transformer_resblocks_11,328,Words
1097,visual_transformer_resblocks_11,329,Black and white colored objects
1098,visual_transformer_resblocks_11,330,The ground
1099,visual_transformer_resblocks_11,331,Red objects
1100,visual_transformer_resblocks_11,332,Red and white objects
1101,visual_transformer_resblocks_11,333,Round objects
1102,visual_transformer_resblocks_11,334,Red colored object with text
1103,visual_transformer_resblocks_11,335,People and bikes
1104,visual_transformer_resblocks_11,336,Rounded objects
1105,visual_transformer_resblocks_11,337,The bottom of circles
1106,visual_transformer_resblocks_11,338,The left side of the object
1107,visual_transformer_resblocks_11,339,Round objects
1108,visual_transformer_resblocks_11,340,Sign boards with text in it
1109,visual_transformer_resblocks_11,341,People
1110,visual_transformer_resblocks_11,342,The ground
1111,visual_transformer_resblocks_11,343,Words
1112,visual_transformer_resblocks_11,344,White objects
1113,visual_transformer_resblocks_11,345,Towers and spires
1114,visual_transformer_resblocks_11,346,Dog faces
1115,visual_transformer_resblocks_11,347,Green colored objects
1116,visual_transformer_resblocks_11,348,Circular objects and flags
1117,visual_transformer_resblocks_11,349,Electronics
1118,visual_transformer_resblocks_11,350,Animals
1119,visual_transformer_resblocks_11,351,Blue colored objects
1120,visual_transformer_resblocks_11,352,Red and white colored objects
1121,visual_transformer_resblocks_11,353,Red and white colored objects
1122,visual_transformer_resblocks_11,354,Blue colored objects
1123,visual_transformer_resblocks_11,355,Written text
1124,visual_transformer_resblocks_11,356,Water in the sky
1125,visual_transformer_resblocks_11,357,Circular objects
1126,visual_transformer_resblocks_11,358,Blue colored objects
1127,visual_transformer_resblocks_11,359,The top of towers
1128,visual_transformer_resblocks_11,360,Dog heads
1129,visual_transformer_resblocks_11,361,The ground
1130,visual_transformer_resblocks_11,362,People and bikes
1131,visual_transformer_resblocks_11,363,Blue colored objects
1132,visual_transformer_resblocks_11,364,Circular objects
1133,visual_transformer_resblocks_11,365,Brown colored objects
1134,visual_transformer_resblocks_11,366,Flags
1135,visual_transformer_resblocks_11,367,Circular objects
1136,visual_transformer_resblocks_11,368,Red and white colored objects
1137,visual_transformer_resblocks_11,369,The tops of buildings
1138,visual_transformer_resblocks_11,370,Vehicles
1139,visual_transformer_resblocks_11,371,Dogs and vehicles
1140,visual_transformer_resblocks_11,372,Red and white objects
1141,visual_transformer_resblocks_11,373,Water
1142,visual_transformer_resblocks_11,374,Circular objects
1143,visual_transformer_resblocks_11,375,Rounded objects
1144,visual_transformer_resblocks_11,376,Rounded edges in pictures
1145,visual_transformer_resblocks_11,377,Round objects
1146,visual_transformer_resblocks_11,378,Vertical lines
1147,visual_transformer_resblocks_11,379,Rounded edges in pictures
1148,visual_transformer_resblocks_11,380,Sign boards with text in it
1149,visual_transformer_resblocks_11,381,Vertical lines
1150,visual_transformer_resblocks_11,382,Circular objects
1151,visual_transformer_resblocks_11,383,Written text
1152,visual_transformer_resblocks_11,384,Circular objects
1153,visual_transformer_resblocks_11,385,Arches
1154,visual_transformer_resblocks_11,386,Sunsets
1155,visual_transformer_resblocks_11,387,Trees
1156,visual_transformer_resblocks_11,388,Black and white colored objects
1157,visual_transformer_resblocks_11,389,Dogs
1158,visual_transformer_resblocks_11,390,The ground
1159,visual_transformer_resblocks_11,391,Black and white colored objects
1160,visual_transformer_resblocks_11,392,The sky
1161,visual_transformer_resblocks_11,393,Blue colored objects
1162,visual_transformer_resblocks_11,394,Flags
1163,visual_transformer_resblocks_11,395,Signs
1164,visual_transformer_resblocks_11,396,Red and white colored objects
1165,visual_transformer_resblocks_11,397,Rounded edges in pictures
1166,visual_transformer_resblocks_11,398,The ground
1167,visual_transformer_resblocks_11,399,Red and white colored objects
1168,visual_transformer_resblocks_11,400,Blue skies
1169,visual_transformer_resblocks_11,401,Black and white colored objects
1170,visual_transformer_resblocks_11,402,Horizontal lines
1171,visual_transformer_resblocks_11,403,Black and white colored objects
1172,visual_transformer_resblocks_11,404,Yellow and blue objects
1173,visual_transformer_resblocks_11,405,Blue colored objects
1174,visual_transformer_resblocks_11,406,Red and white objects
1175,visual_transformer_resblocks_11,407,Words
1176,visual_transformer_resblocks_11,408,The sky
1177,visual_transformer_resblocks_11,409,White colored objects
1178,visual_transformer_resblocks_11,410,Edges of objects
1179,visual_transformer_resblocks_11,411,The ground
1180,visual_transformer_resblocks_11,412,Animals and people
1181,visual_transformer_resblocks_11,413,The tops of objects
1182,visual_transformer_resblocks_11,414,Blue colored objects
1183,visual_transformer_resblocks_11,415,The tops of buildings
1184,visual_transformer_resblocks_11,416,Brown colored objects
1185,visual_transformer_resblocks_11,417,Circular objects
1186,visual_transformer_resblocks_11,418,The left side of the object
1187,visual_transformer_resblocks_11,419,Green colored objects
1188,visual_transformer_resblocks_11,420,Red and yellow objects
1189,visual_transformer_resblocks_11,421,Numbers and letters
1190,visual_transformer_resblocks_11,422,Flags
1191,visual_transformer_resblocks_11,423,Red and white objects
1192,visual_transformer_resblocks_11,424,Black and white colored objects
1193,visual_transformer_resblocks_11,425,Round objects
1194,visual_transformer_resblocks_11,426,Circular objects
1195,visual_transformer_resblocks_11,427,Rounded objects
1196,visual_transformer_resblocks_11,428,A windmill in the distance
1197,visual_transformer_resblocks_11,429,Circular objects
1198,visual_transformer_resblocks_11,430,The ground
1199,visual_transformer_resblocks_11,431,Words
1200,visual_transformer_resblocks_11,432,Red and white colored objects
1201,visual_transformer_resblocks_11,433,The ground
1202,visual_transformer_resblocks_11,434,The sky
1203,visual_transformer_resblocks_11,435,The tops of buildings
1204,visual_transformer_resblocks_11,436,Red and white colored objects
1205,visual_transformer_resblocks_11,437,Brown colored objects
1206,visual_transformer_resblocks_11,438,The ground
1207,visual_transformer_resblocks_11,439,Rounded objects
1208,visual_transformer_resblocks_11,440,Red and white colored objects
1209,visual_transformer_resblocks_11,441,Rounded edges in pictures
1210,visual_transformer_resblocks_11,442,Round objects
1211,visual_transformer_resblocks_11,443,Brown colored objects
1212,visual_transformer_resblocks_11,444,The ground
1213,visual_transformer_resblocks_11,445,Rounded objects
1214,visual_transformer_resblocks_11,446,Electronics
1215,visual_transformer_resblocks_11,447,Brown colored objects
1216,visual_transformer_resblocks_11,448,Dog faces
1217,visual_transformer_resblocks_11,449,People and produce
1218,visual_transformer_resblocks_11,450,Circular objects
1219,visual_transformer_resblocks_11,451,Red and white colored objects
1220,visual_transformer_resblocks_11,452,Signs and flags
1221,visual_transformer_resblocks_11,453,Rounded edges in pictures
1222,visual_transformer_resblocks_11,454,Dogs
1223,visual_transformer_resblocks_11,455,Black and white colored objects
1224,visual_transformer_resblocks_11,456,Numbers and letters
1225,visual_transformer_resblocks_11,457,Circular objects
1226,visual_transformer_resblocks_11,458,Horizontal lines
1227,visual_transformer_resblocks_11,459,Words
1228,visual_transformer_resblocks_11,460,Circular objects
1229,visual_transformer_resblocks_11,461,Black and white objects
1230,visual_transformer_resblocks_11,462,The ground
1231,visual_transformer_resblocks_11,463,Dogs and vehicles
1232,visual_transformer_resblocks_11,464,The tops of buildings
1233,visual_transformer_resblocks_11,465,Circular objects
1234,visual_transformer_resblocks_11,466,Black and white colored objects
1235,visual_transformer_resblocks_11,467,Blue and red objects
1236,visual_transformer_resblocks_11,468,Dog faces
1237,visual_transformer_resblocks_11,469,White colored objects
1238,visual_transformer_resblocks_11,470,Bodies of water
1239,visual_transformer_resblocks_11,471,The ground
1240,visual_transformer_resblocks_11,472,Black and white colored objects
1241,visual_transformer_resblocks_11,473,Red and white objects
1242,visual_transformer_resblocks_11,474,The sky
1243,visual_transformer_resblocks_11,475,Arches
1244,visual_transformer_resblocks_11,476,Words
1245,visual_transformer_resblocks_11,477,Black and white colored objects
1246,visual_transformer_resblocks_11,478,White colored objects
1247,visual_transformer_resblocks_11,479,Circular objects
1248,visual_transformer_resblocks_11,480,The right side of the building
1249,visual_transformer_resblocks_11,481,Round objects
1250,visual_transformer_resblocks_11,482,The sky
1251,visual_transformer_resblocks_11,483,Red and white objects
1252,visual_transformer_resblocks_11,484,Red and white colored objects
1253,visual_transformer_resblocks_11,485,Words
1254,visual_transformer_resblocks_11,486,Circular objects
1255,visual_transformer_resblocks_11,487,Green colored objects
1256,visual_transformer_resblocks_11,488,Musical instruments
1257,visual_transformer_resblocks_11,489,Green colored objects
1258,visual_transformer_resblocks_11,490,The ground
1259,visual_transformer_resblocks_11,491,Red colored object with text
1260,visual_transformer_resblocks_11,492,Numbers and letters
1261,visual_transformer_resblocks_11,493,Motorcycles
1262,visual_transformer_resblocks_11,494,Mma fighters
1263,visual_transformer_resblocks_11,495,The sky
1264,visual_transformer_resblocks_11,496,Dogs
1265,visual_transformer_resblocks_11,497,Signs
1266,visual_transformer_resblocks_11,498,Rounded edges in pictures
1267,visual_transformer_resblocks_11,499,Faces of human beings
1268,visual_transformer_resblocks_11,500,Stripes
1269,visual_transformer_resblocks_11,501,Similar patterns that are similar
1270,visual_transformer_resblocks_11,502,People and produce
1271,visual_transformer_resblocks_11,503,Black and white colored objects
1272,visual_transformer_resblocks_11,504,Rounded edges in pictures
1273,visual_transformer_resblocks_11,505,Trees and water
1274,visual_transformer_resblocks_11,506,"Text on a sign, text on a sign"
1275,visual_transformer_resblocks_11,507,The ground
1276,visual_transformer_resblocks_11,508,Red and white colored objects
1277,visual_transformer_resblocks_11,509,Rounded edges in pictures
1278,visual_transformer_resblocks_11,510,Vertical lines
1279,visual_transformer_resblocks_11,511,Airplanes
1280,visual_transformer_resblocks_11,512,Black and white objects
1281,visual_transformer_resblocks_11,513,Horizontal lines
1282,visual_transformer_resblocks_11,514,Green grass
1283,visual_transformer_resblocks_11,515,Green colored objects
1284,visual_transformer_resblocks_11,516,The tops of objects
1285,visual_transformer_resblocks_11,517,Green grass
1286,visual_transformer_resblocks_11,518,Red and white colored objects
1287,visual_transformer_resblocks_11,519,Circular objects
1288,visual_transformer_resblocks_11,520,Black and white colored objects
1289,visual_transformer_resblocks_11,521,Red and white objects
1290,visual_transformer_resblocks_11,522,Circular objects
1291,visual_transformer_resblocks_11,523,Rounded edges in pictures
1292,visual_transformer_resblocks_11,524,Triangular shapes
1293,visual_transformer_resblocks_11,525,Numbers and letters
1294,visual_transformer_resblocks_11,526,Circular objects
1295,visual_transformer_resblocks_11,527,Rectangular objects
1296,visual_transformer_resblocks_11,528,Circular objects
1297,visual_transformer_resblocks_11,529,Red and white colored objects
1298,visual_transformer_resblocks_11,530,Dogs
1299,visual_transformer_resblocks_11,531,Words and signs
1300,visual_transformer_resblocks_11,532,Green colored objects
1301,visual_transformer_resblocks_11,533,People and produce
1302,visual_transformer_resblocks_11,534,Rounded edges in pictures
1303,visual_transformer_resblocks_11,535,Words
1304,visual_transformer_resblocks_11,536,Yellow and blue colored objects
1305,visual_transformer_resblocks_11,537,Sign boards with text in it
1306,visual_transformer_resblocks_11,538,Black and white colored objects
1307,visual_transformer_resblocks_11,539,Circular objects
1308,visual_transformer_resblocks_11,540,Green colored objects
1309,visual_transformer_resblocks_11,541,Flags
1310,visual_transformer_resblocks_11,542,Green colored objects
1311,visual_transformer_resblocks_11,543,Green colored objects
1312,visual_transformer_resblocks_11,544,The area under a object
1313,visual_transformer_resblocks_11,545,Black and white objects
1314,visual_transformer_resblocks_11,546,Green grass
1315,visual_transformer_resblocks_11,547,Vertical lines
1316,visual_transformer_resblocks_11,548,Sign boards with text in it
1317,visual_transformer_resblocks_11,549,Green colored objects
1318,visual_transformer_resblocks_11,550,Airplanes
1319,visual_transformer_resblocks_11,551,The tops of buildings
1320,visual_transformer_resblocks_11,552,Rounded edges in pictures
1321,visual_transformer_resblocks_11,553,Dog heads
1322,visual_transformer_resblocks_11,554,Rounded edges in pictures
1323,visual_transformer_resblocks_11,555,Dogs and vehicles
1324,visual_transformer_resblocks_11,556,Vertical lines
1325,visual_transformer_resblocks_11,557,Red objects
1326,visual_transformer_resblocks_11,558,Rounded edges in pictures
1327,visual_transformer_resblocks_11,559,Brown colored objects
1328,visual_transformer_resblocks_11,560,Circular objects
1329,visual_transformer_resblocks_11,561,Rounded edges in pictures
1330,visual_transformer_resblocks_11,562,Animals and circular objects
1331,visual_transformer_resblocks_11,563,Red and white colored objects
1332,visual_transformer_resblocks_11,564,Circular objects
1333,visual_transformer_resblocks_11,565,The ground
1334,visual_transformer_resblocks_11,566,Green colored objects
1335,visual_transformer_resblocks_11,567,The ground
1336,visual_transformer_resblocks_11,568,Words
1337,visual_transformer_resblocks_11,569,Vehicles
1338,visual_transformer_resblocks_11,570,Flags
1339,visual_transformer_resblocks_11,571,Text
1340,visual_transformer_resblocks_11,572,Words
1341,visual_transformer_resblocks_11,573,The tops of buildings
1342,visual_transformer_resblocks_11,574,Green colored objects
1343,visual_transformer_resblocks_11,575,Diagonal lines
1344,visual_transformer_resblocks_11,576,Green colored objects
1345,visual_transformer_resblocks_11,577,Pink colored objects
1346,visual_transformer_resblocks_11,578,Black and white colored objects
1347,visual_transformer_resblocks_11,579,The left side of people
1348,visual_transformer_resblocks_11,580,Dogs and vehicles
1349,visual_transformer_resblocks_11,581,Letters and numbers and letters
1350,visual_transformer_resblocks_11,582,Arches
1351,visual_transformer_resblocks_11,583,The tops of buildings
1352,visual_transformer_resblocks_11,584,Red and white objects
1353,visual_transformer_resblocks_11,585,Green colored objects
1354,visual_transformer_resblocks_11,586,Red and white colored objects
1355,visual_transformer_resblocks_11,587,Circular objects
1356,visual_transformer_resblocks_11,588,Red and yellow objects
1357,visual_transformer_resblocks_11,589,Water
1358,visual_transformer_resblocks_11,590,Living things
1359,visual_transformer_resblocks_11,591,Red and white objects
1360,visual_transformer_resblocks_11,592,White objects
1361,visual_transformer_resblocks_11,593,Words
1362,visual_transformer_resblocks_11,594,The top of towers
1363,visual_transformer_resblocks_11,595,Black and white colored objects
1364,visual_transformer_resblocks_11,596,Words
1365,visual_transformer_resblocks_11,597,Circular objects
1366,visual_transformer_resblocks_11,598,Black and white objects
1367,visual_transformer_resblocks_11,599,Red and white objects
1368,visual_transformer_resblocks_11,600,Sign boards with text in it
1369,visual_transformer_resblocks_11,601,Flags
1370,visual_transformer_resblocks_11,602,The area under a object
1371,visual_transformer_resblocks_11,603,"Animals, instruments and instruments"
1372,visual_transformer_resblocks_11,604,The left side of the object
1373,visual_transformer_resblocks_11,605,The tops of buildings
1374,visual_transformer_resblocks_11,606,Black and white colored objects
1375,visual_transformer_resblocks_11,607,Black and white colored objects
1376,visual_transformer_resblocks_11,608,Water in the sky
1377,visual_transformer_resblocks_11,609,Numbers and letters
1378,visual_transformer_resblocks_11,610,The sky
1379,visual_transformer_resblocks_11,611,Numbers and letters
1380,visual_transformer_resblocks_11,612,Faces of human beings
1381,visual_transformer_resblocks_11,613,Brown colored objects
1382,visual_transformer_resblocks_11,614,Round objects
1383,visual_transformer_resblocks_11,615,Horizontal lines
1384,visual_transformer_resblocks_11,616,Letters and numbers and letters
1385,visual_transformer_resblocks_11,617,Red and white objects
1386,visual_transformer_resblocks_11,618,Faces of human beings
1387,visual_transformer_resblocks_11,619,Black and white colored objects
1388,visual_transformer_resblocks_11,620,Grass
1389,visual_transformer_resblocks_11,621,Circular objects
1390,visual_transformer_resblocks_11,622,Sign boards with text in it
1391,visual_transformer_resblocks_11,623,The tops of buildings
1392,visual_transformer_resblocks_11,624,Rounded edges in pictures
1393,visual_transformer_resblocks_11,625,Red and white colored objects
1394,visual_transformer_resblocks_11,626,Dog noses
1395,visual_transformer_resblocks_11,627,Red and white objects
1396,visual_transformer_resblocks_11,628,Red and white colored objects
1397,visual_transformer_resblocks_11,629,Dogs
1398,visual_transformer_resblocks_11,630,Green colored objects
1399,visual_transformer_resblocks_11,631,Dog faces
1400,visual_transformer_resblocks_11,632,Round objects
1401,visual_transformer_resblocks_11,633,Green colored objects
1402,visual_transformer_resblocks_11,634,Circular objects
1403,visual_transformer_resblocks_11,635,Flags
1404,visual_transformer_resblocks_11,636,Black and white colored objects
1405,visual_transformer_resblocks_11,637,Words
1406,visual_transformer_resblocks_11,638,Circular objects
1407,visual_transformer_resblocks_11,639,Blue colored objects
1408,visual_transformer_resblocks_11,640,Green grass
1409,visual_transformer_resblocks_11,641,The left side of the object
1410,visual_transformer_resblocks_11,642,Faces of human beings
1411,visual_transformer_resblocks_11,643,The sky
1412,visual_transformer_resblocks_11,644,Red and white objects
1413,visual_transformer_resblocks_11,645,Written text
1414,visual_transformer_resblocks_11,646,White colored objects
1415,visual_transformer_resblocks_11,647,Vehicles
1416,visual_transformer_resblocks_11,648,Red and white colored objects
1417,visual_transformer_resblocks_11,649,Black and white colored objects
1418,visual_transformer_resblocks_11,650,The background
1419,visual_transformer_resblocks_11,651,Circular objects
1420,visual_transformer_resblocks_11,652,Rounded edges in pictures
1421,visual_transformer_resblocks_11,653,Circular objects
1422,visual_transformer_resblocks_11,654,Black and white colored objects
1423,visual_transformer_resblocks_11,655,The ground
1424,visual_transformer_resblocks_11,656,Round objects
1425,visual_transformer_resblocks_11,657,Water in the sky
1426,visual_transformer_resblocks_11,658,Numbers and letters
1427,visual_transformer_resblocks_11,659,Circular objects
1428,visual_transformer_resblocks_11,660,Black and white colored objects
1429,visual_transformer_resblocks_11,661,Dogs
1430,visual_transformer_resblocks_11,662,The ground
1431,visual_transformer_resblocks_11,663,Vehicles
1432,visual_transformer_resblocks_11,664,Arches
1433,visual_transformer_resblocks_11,665,Written text
1434,visual_transformer_resblocks_11,666,The top of buildings
1435,visual_transformer_resblocks_11,667,Black and white colored objects
1436,visual_transformer_resblocks_11,668,Letters and numbers and letters
1437,visual_transformer_resblocks_11,669,Rounded edges in pictures
1438,visual_transformer_resblocks_11,670,Faces of animals
