unit_index,layer,channel,description,is_text_neuron
911,features.28,79,Words,True
912,features.28,80,Words,True
913,features.28,81,Words,True
914,features.28,82,The sky,False
915,features.28,83,The background,False
916,features.28,84,The left side of the object,False
917,features.28,85,The left side,False
918,features.28,86,Red and white objects,False
919,features.28,87,Words,True
920,features.28,88,Blue sky,False
921,features.28,89,Vertical lines,False
922,features.28,90,Words,True
923,features.28,91,The sky and signs,False
924,features.28,92,Words,True
925,features.28,93,Red colored object with text,True
926,features.28,94,Brown colored objects,False
927,features.28,95,Red colored object with text,True
928,features.28,96,The sky,False
929,features.28,97,Red and white objects,False
930,features.28,98,Words,True
931,features.28,99,Words,True
932,features.28,100,Words,True
933,features.28,101,Words,True
934,features.28,102,Text,True
935,features.28,103,Words,True
936,features.28,104,Blue sky,False
937,features.28,105,Signs,False
938,features.28,106,Words,True
939,features.28,107,Red colored object with text,True
940,features.28,108,The ground,False
941,features.28,109,The sky,False
942,features.28,110,The left side of the object,False
943,features.28,111,Blue sky,False
944,features.28,112,Red and white colored objects,False
945,features.28,113,Words,True
946,features.28,114,The ground,False
947,features.28,115,Grass,False
948,features.28,116,Words,True
949,features.28,117,Black and white colored objects,False
950,features.28,118,Words,True
951,features.28,119,Words,True
952,features.28,120,Words,True
953,features.28,121,Signage and signs,False
954,features.28,122,Words,True
955,features.28,123,Rounded edges in pictures,False
956,features.28,124,The sky,False
957,features.28,125,White backgrounds,False
958,features.28,126,The sky,False
959,features.28,127,Words,True
960,features.28,128,Words,True
961,features.28,129,Words,True
962,features.28,130,Black and white objects,False
963,features.28,131,The left side of the object,False
964,features.28,132,The sky,False
965,features.28,133,The left side of the object,False
966,features.28,134,Blue areas in pictures,False
967,features.28,135,White colored objects,False
968,features.28,136,"The sky, signs, signs, signs, signs, signs, signs,",False
969,features.28,137,Red and white colored objects,False
970,features.28,138,Words,True
971,features.28,139,Words,True
972,features.28,140,Words,True
973,features.28,141,Water and planes in the sky,False
974,features.28,142,Brown colored objects,False
975,features.28,143,The sky,False
976,features.28,144,The left side of the object,False
977,features.28,145,Red colored object with text,True
978,features.28,146,Blue sky,False
979,features.28,147,Edges,False
980,features.28,148,Green grass,False
981,features.28,149,Words,True
982,features.28,150,Dog faces,False
983,features.28,151,Words,True
984,features.28,152,The sky,False
985,features.28,153,People 's faces,False
986,features.28,154,The area above a object,False
987,features.28,155,Blue colored objects,False
988,features.28,156,The sky,False
989,features.28,157,Words,True
990,features.28,158,Words,True
991,features.28,159,Words,True
992,features.28,160,Blue sky,False
993,features.28,161,Blue sky,False
994,features.28,162,Black and white colored objects,False
995,features.28,163,Red colored object with text,True
996,features.28,164,Faces of human beings,False
997,features.28,165,"The sky, signs, and signs",False
998,features.28,166,People,False
999,features.28,167,Words,True
1000,features.28,168,Black and white colored objects,False
1001,features.28,169,Words,True
1002,features.28,170,Words,True
1003,features.28,171,Words,True
1004,features.28,172,Words,True
1005,features.28,173,Words,True
1006,features.28,174,Blue skies,False
1007,features.28,175,Words,True
1008,features.28,176,Words,True
1009,features.28,177,Electronics,False
1010,features.28,178,Signs,False
1011,features.28,179,Words,True
1012,features.28,180,Words,True
1013,features.28,181,Words,True
1014,features.28,182,Words,True
1015,features.28,183,Words,True
1016,features.28,184,Vertical lines,False
1017,features.28,185,Signs,False
1018,features.28,186,The area under a object,False
1019,features.28,187,Words,True
1020,features.28,188,Words,True
1021,features.28,189,The left side,False
1022,features.28,190,Words,True
1023,features.28,191,The bottoms of vehicles,False
1024,features.28,192,Words,True
1025,features.28,193,Edges of objects,False
1026,features.28,194,Words,True
1027,features.28,195,White backgrounds,False
1028,features.28,196,The sky,False
1029,features.28,197,Green colored objects,False
1030,features.28,198,The left side of the object,False
1031,features.28,199,Blue sky,False
1032,features.28,200,The left side of the object,False
1033,features.28,201,Words,True
1034,features.28,202,The sky,False
1035,features.28,203,Words,True
1036,features.28,204,Words,True
1037,features.28,205,Words,True
1038,features.28,206,Words,True
1039,features.28,207,Red and white objects,False
1040,features.28,208,Red and white colored objects,False
1041,features.28,209,The background,False
1042,features.28,210,Red colored object with text,True
1043,features.28,211,Red and white colored objects,False
1044,features.28,212,Red and white colored objects,False
1045,features.28,213,Faces of human beings,False
1046,features.28,214,Text,True
1047,features.28,215,Brown colored objects,False
1048,features.28,216,Blue sky,False
1049,features.28,217,Words,True
1050,features.28,218,Words,True
1051,features.28,219,Words,True
1052,features.28,220,Grids,False
1053,features.28,221,The color yellow,False
1054,features.28,222,Red and white colored objects,False
1055,features.28,223,People,False
1056,features.28,224,The sky,False
1057,features.28,225,People,False
1058,features.28,226,Words,True
1059,features.28,227,Words,True
1060,features.28,228,The left side,False
1061,features.28,229,The sky,False
1062,features.28,230,Words,True
1063,features.28,231,Red and white colored objects,False
1064,features.28,232,The left side of the object,False
1065,features.28,233,Red and white colored objects,False
1066,features.28,234,Blue sky,False
1067,features.28,235,Words,True
1068,features.28,236,The left side of the object,False
1069,features.28,237,The sky,False
1070,features.28,238,Brown colored objects,False
1071,features.28,239,The background,False
1072,features.28,240,The white background,False
1073,features.28,241,Red and white colored objects,False
1074,features.28,242,The sky,False
1075,features.28,243,Blue sky,False
1076,features.28,244,Words,True
1077,features.28,245,Red and white objects,False
1078,features.28,246,Nature,False
1079,features.28,247,Words,True
1080,features.28,248,Sharks,False
1081,features.28,249,The sky,False
1082,features.28,250,Signs,False
1083,features.28,251,Words,True
1084,features.28,252,Orange and yellow objects,False
1085,features.28,253,Words,True
1086,features.28,254,Edges of objects,False
1087,features.28,255,The background,False
1088,features.28,256,Black and white colored objects,False
1089,features.28,257,White backgrounds,False
1090,features.28,258,Blue areas in pictures,False
1091,features.28,259,Words,True
1092,features.28,260,The ground,False
1093,features.28,261,Red and white objects,False
1094,features.28,262,Signs,False
1095,features.28,263,Red and yellow objects,False
1096,features.28,264,The sky,False
1097,features.28,265,Words,True
1098,features.28,266,The left side of a object,False
1099,features.28,267,Blue colored objects,False
1100,features.28,268,Horizontal lines,False
1101,features.28,269,Words,True
1102,features.28,270,Words,True
1103,features.28,271,Words,True
1104,features.28,272,Words,True
1105,features.28,273,Blue sky,False
1106,features.28,274,Words,True
1107,features.28,275,Blue sky,False
1108,features.28,276,Blue colored objects,False
1109,features.28,277,The left side of the object,False
1110,features.28,278,Words,True
1111,features.28,279,The bottoms of vehicles,False
1112,features.28,280,The corners,False
1113,features.28,281,The area under a object,False
1114,features.28,282,The left side of the object,False
1115,features.28,283,Words,True
1116,features.28,284,Red colored object with text,True
1117,features.28,285,Black and white colored objects,False
1118,features.28,286,The ground,False
1119,features.28,287,Red and white colored objects,False
1120,features.28,288,The left side of a object,False
1121,features.28,289,Red colored object with text,True
1122,features.28,290,Words,True
1123,features.28,291,The sky,False
1124,features.28,292,Green colored objects,False
1125,features.28,293,The background,False
1126,features.28,294,Words,True
1127,features.28,295,The left side of the object,False
1128,features.28,296,The area above a object,False
1129,features.28,297,Words,True
1130,features.28,298,The left side of the object,False
1131,features.28,299,Red colored object with text,True
1132,features.28,300,Signs,False
1133,features.28,301,Red colored object with text,True
1134,features.28,302,Signs,False
1135,features.28,303,Black and white colored objects,False
1136,features.28,304,Red and white objects,False
1137,features.28,305,Words,True
1138,features.28,306,Signs,False
1139,features.28,307,Words,True
1140,features.28,308,Words,True
1141,features.28,309,Words,True
1142,features.28,310,Words,True
1143,features.28,311,The bottoms of vehicles,False
1144,features.28,312,Red and white colored objects,False
1145,features.28,313,Words,True
1146,features.28,314,Words,True
1147,features.28,315,The sky,False
1148,features.28,316,Words,True
1149,features.28,317,Words,True
1150,features.28,318,White backgrounds and the sky,False
1151,features.28,319,The sky,False
1152,features.28,320,Black and white colored objects,False
1153,features.28,321,White backgrounds,False
1154,features.28,322,Blue skies,False
1155,features.28,323,Blue sky,False
1156,features.28,324,Furniture and signs,False
1157,features.28,325,Red and white colored objects,False
1158,features.28,326,Words,True
1159,features.28,327,Words,True
1160,features.28,328,Edges of objects,False
1161,features.28,329,Red and white colored objects,False
1162,features.28,330,Red and white colored objects,False
1163,features.28,331,The ground,False
1164,features.28,332,Red colored object with text,True
1165,features.28,333,Words,True
1166,features.28,334,Red and white colored objects,False
1167,features.28,335,The left side of the object,False
1168,features.28,336,Red and white objects,False
1169,features.28,337,Red and white colored objects,False
1170,features.28,338,Text,True
1171,features.28,339,Words,True
1172,features.28,340,Green and brown colored objects,False
1173,features.28,341,Red and white objects,False
1174,features.28,342,The right side of the building,False
1175,features.28,343,Blue sky,False
1176,features.28,344,Blue sky,False
1177,features.28,345,The area above a object,False
1178,features.28,346,Words,True
1179,features.28,347,Words,True
1180,features.28,348,Red and white objects,False
1181,features.28,349,Words,True
1182,features.28,350,Signs,False
1183,features.28,351,Signs,False
1184,features.28,352,Blue colored objects,False
1185,features.28,353,Words,True
1186,features.28,354,Blue and white objects,False
1187,features.28,355,Words,True
1188,features.28,356,Words,True
1189,features.28,357,Blue sky,False
1190,features.28,358,The sky,False
1191,features.28,359,Black and white colored objects,False
1192,features.28,360,Black and white objects,False
1193,features.28,361,The sky,False
1194,features.28,362,Words,True
1195,features.28,363,Words,True
1196,features.28,364,The sky,False
1197,features.28,365,Red and white colored objects,False
1198,features.28,366,The left side of the object,False
1199,features.28,367,Blue sky,False
1200,features.28,368,Words,True
1201,features.28,369,Words,True
1202,features.28,370,Words,True
1203,features.28,371,Red and white colored objects,False
1204,features.28,372,White areas in pictures,False
1205,features.28,373,Red and white objects,False
1206,features.28,374,Text,True
1207,features.28,375,Brown colored objects,False
1208,features.28,376,Words,True
1209,features.28,377,Signs,False
1210,features.28,378,Words,True
1211,features.28,379,Words,True
1212,features.28,380,Signs,False
1213,features.28,381,The sky,False
1214,features.28,382,White colored objects,False
1215,features.28,383,Words,True
1216,features.28,384,Signs,False
1217,features.28,385,White backgrounds,False
1218,features.28,386,Space above a stop sign,False
1219,features.28,387,Words,True
1220,features.28,388,Words and white backgrounds,True
1221,features.28,389,Car wheels,False
1222,features.28,390,The sky and white backgrounds,False
1223,features.28,391,White backgrounds,False
1224,features.28,392,Words,True
1225,features.28,393,Black and white colored objects,False
1226,features.28,394,Words,True
1227,features.28,395,The sky,False
1228,features.28,396,Sharks,False
1229,features.28,397,Red colored object with text,True
1230,features.28,398,Red and white objects,False
1231,features.28,399,Words,True
1232,features.28,400,Words,True
1233,features.28,401,Words,True
1234,features.28,402,Orange objects,False
1235,features.28,403,Words,True
1236,features.28,404,Blue sky,False
1237,features.28,405,Words,True
1238,features.28,406,Red colored object with text,True
1239,features.28,407,Grass and watermarks,False
1240,features.28,408,Dogs,False
1241,features.28,409,A sign,False
1242,features.28,410,The sky,False
1243,features.28,411,Words,True
1244,features.28,412,Words,True
1245,features.28,413,Signs,False
1246,features.28,414,Red and white colored objects,False
1247,features.28,415,Blue colored objects,False
1248,features.28,416,Words,True
1249,features.28,417,White backgrounds,False
1250,features.28,418,Words,True
1251,features.28,419,Words,True
1252,features.28,420,Dog heads,False
1253,features.28,421,Red and white colored objects,False
1254,features.28,422,The left side of the object,False
1255,features.28,423,Words,True
1256,features.28,424,Signs,False
1257,features.28,425,Words,True
1258,features.28,426,Black and white colored objects,False
1259,features.28,427,Signs,False
1260,features.28,428,Yellow objects,False
1261,features.28,429,Red colored object with text,True
1262,features.28,430,The sky,False
1263,features.28,431,Words,True
1264,features.28,432,Blue sky,False
1265,features.28,433,The ground,False
1266,features.28,434,Yellow objects,False
1267,features.28,435,The left side of the object,False
1268,features.28,436,Words,True
1269,features.28,437,The sky,False
1270,features.28,438,Red colored object with text,True
1271,features.28,439,The sky,False
1272,features.28,440,Words,True
1273,features.28,441,Words,True
1274,features.28,442,Horizontal lines,False
1275,features.28,443,The area above a object,False
1276,features.28,444,Words,True
1277,features.28,445,Words,True
1278,features.28,446,Words,True
1279,features.28,447,The sky and water,False
1280,features.28,448,Signs,False
1281,features.28,449,The top of a dog,False
1282,features.28,450,Words,True
1283,features.28,451,Black and white patterns,False
1284,features.28,452,Red and white colored objects,False
1285,features.28,453,Words,True
1286,features.28,454,The area above a object,False
1287,features.28,455,Words,True
1288,features.28,456,Words,True
1289,features.28,457,The left side of the object,False
1290,features.28,458,The left side of the object,False
1291,features.28,459,The sky,False
1292,features.28,460,The sky,False
1293,features.28,461,The sky,False
1294,features.28,462,Words,True
1295,features.28,463,The sky,False
1296,features.28,464,Words,True
1297,features.28,465,Dogs,False
1298,features.28,466,Words,True
1299,features.28,467,Green colored objects,False
1300,features.28,468,Edges of objects,False
1301,features.28,469,Words,True
1302,features.28,470,Text,True
1303,features.28,471,Words,True
1304,features.28,472,The top,False
1305,features.28,473,Red colored object with text,True
1306,features.28,474,The background,False
1307,features.28,475,The color white,False
1308,features.28,476,Words,True
1309,features.28,477,Words,True
1310,features.28,478,Vehicles,False
1311,features.28,479,Words,True
1312,features.28,480,Words,True
1313,features.28,481,Words,True
1314,features.28,482,Pink colored objects,False
1315,features.28,483,The sky,False
1316,features.28,484,Sign boards with text in it,True
1317,features.28,485,The left side,False
1318,features.28,486,Horizontal lines,False
1319,features.28,487,Words,True
1320,features.28,488,Dogs,False
1321,features.28,489,Vertical lines,False
1322,features.28,490,The sky,False
1323,features.28,491,Rounded edges in pictures,False
1324,features.28,492,Words,True
1325,features.28,493,The bottom of a object,False
1326,features.28,494,Words,True
1327,features.28,495,Words,True
1328,features.28,496,Electronics,False
1329,features.28,497,The left side of the object,False
1330,features.28,498,Signs,False
1331,features.28,499,Words,True
1332,features.28,500,The left side of the object,False
1333,features.28,501,The background,False
1334,features.28,502,Horizontal lines,False
1335,features.28,503,Words,True
1336,features.28,504,Words,True
1337,features.28,505,Words,True
1338,features.28,506,Text,True
1339,features.28,507,Text,True
1340,features.28,508,Red and white colored objects,False
1341,features.28,509,Words,True
1342,features.28,510,Words,True
1343,features.28,511,The left side of the object,False
1344,features.7,0,Words and grids,True
1345,features.7,1,Horizontal lines,False
1346,features.7,2,The area above a object,False
1347,features.7,3,Words,True
1348,features.7,4,White dots,False
1349,features.7,5,Red objects,False
1350,features.7,6,Words,True
1351,features.7,7,Blue objects,False
1352,features.7,8,Vertical lines,False
1353,features.7,9,Red and white,False
1354,features.7,10,The top boundary of objects,False
1355,features.7,11,Words,True
1356,features.7,12,Spots of the color white,False
1357,features.7,13,White lines,False
1358,features.7,14,Horizontal lines,False
1359,features.7,15,Spots of the color white,False
1360,features.7,16,Spots of the color white,False
1361,features.7,17,Words and words,True
1362,features.7,18,Green colored objects,False
1363,features.7,19,Words and letters,True
1364,features.7,20,Words,True
1365,features.7,21,Edges,False
1366,features.7,22,Circular objects,False
1367,features.7,23,White dots outlining objects,False
1368,features.7,24,Horizontal lines,False
1369,features.7,25,White areas,False
1370,features.7,26,Red and white colored objects,False
1371,features.7,27,Background of objects,False
1372,features.7,28,Words,True
1373,features.7,29,Words and letters,True
1374,features.7,30,The area under a dog,False
1375,features.7,31,Words and letters,True
1376,features.7,32,Words and letters,True
1377,features.7,33,Horizontal lines,False
1378,features.7,34,Vertical lines,False
1379,features.7,35,Vertical lines,False
1380,features.7,36,Horizontal lines,False
1381,features.7,37,White dots outlining objects,False
1382,features.7,38,Green objects,False
1383,features.7,39,The top and bottom of objects,False
1384,features.7,40,The blue sky,False
1385,features.7,41,Words and white areas,True
1386,features.7,42,Spots of the color white,False
1387,features.7,43,Text,True
1388,features.7,44,Horizontal lines,False
1389,features.7,45,White outlines,False
1390,features.7,46,Words and letters,True
1391,features.7,47,White dots outlining objects,False
1392,features.7,48,Words,True
1393,features.7,49,Horizontal lines,False
1394,features.7,50,White lines,False
1395,features.7,51,White dots outlining objects,False
1396,features.7,52,A white outlines,False
1397,features.7,53,Words,True
1398,features.7,54,Words and letters,True
1399,features.7,55,Words,True
1400,features.7,56,Edges of objects,False
1401,features.7,57,Red objects,False
1402,features.7,58,Vertical lines,False
1403,features.7,59,Blue objects,False
1404,features.7,60,Vertical lines,False
1405,features.7,61,White lettering and text,True
1406,features.7,62,White outlines of objects,False
1407,features.7,63,Words,True
1408,features.7,64,Dots on the corners,False
1409,features.7,65,Words and letters,True
1410,features.7,66,Horizontal lines,False
1411,features.7,67,Words,True
1412,features.7,68,Words and white outlines,True
1413,features.7,69,The color blue,False
1414,features.7,70,Blue objects,False
1415,features.7,71,The area under a object,False
1416,features.7,72,Words,True
1417,features.7,73,White outlines of black objects,False
1418,features.7,74,Words and letters,True
1419,features.7,75,Nothing,False
1420,features.7,76,Text,True
1421,features.7,77,White dots outlining objects,False
1422,features.7,78,Words,True
1423,features.7,79,White areas,False
1424,features.7,80,Words,True
1425,features.7,81,Edges of objects,False
1426,features.7,82,White dots outlining objects,False
1427,features.7,83,Words,True
1428,features.7,84,White outlines of objects,False
1429,features.7,85,White areas,False
1430,features.7,86,Words,True
1431,features.7,87,Blue lines,False
1432,features.7,88,Black and white lettering,True
1433,features.7,89,Spots of the color white,False
1434,features.7,90,Words,True
1435,features.7,91,White outlines,False
1436,features.7,92,"Words, words and letters",True
1437,features.7,93,Spots of the color white,False
1438,features.7,94,White dots outlining objects,False
1439,features.7,95,Black and white lettering,True
1440,features.7,96,Horizontal lines,False
1441,features.7,97,Text,True
1442,features.7,98,White lines,False
1443,features.7,99,Text,True
1444,features.7,100,Edges of objects,False
1445,features.7,101,Text,True
1446,features.7,102,A white outlines of an object,False
1447,features.7,103,Words,True
1448,features.7,104,Spots of the color white,False
1449,features.7,105,White dots outlining objects,False
1450,features.7,106,White lines,False
1451,features.7,107,The area under a object,False
1452,features.7,108,Words,True
1453,features.7,109,Sharks,False
1454,features.7,110,White lines,False
1455,features.7,111,Words,True
1456,features.7,112,Words,True
1457,features.7,113,Horizontal lines,False
1458,features.7,114,White dots,False
1459,features.7,115,White outlines of objects,False
1460,features.7,116,White dots outlining objects,False
1461,features.7,117,Red colored object with text,True
1462,features.7,118,Horizontal lines,False
1463,features.7,119,Vertical lines,False
1464,features.7,120,White dots outlining objects,False
1465,features.7,121,Blue sky,False
1466,features.7,122,White dots outlining objects,False
1467,features.7,123,Vertical lines,False
1468,features.7,124,Vertical lines,False
1469,features.7,125,Blue areas in pictures,False
1470,features.7,126,Spots of the color white,False
1471,features.7,127,The top of a object,False
